/^:	-1.0	0.7746	[-2, -1, -2, 1, -1, -1, -1, -1, -1, -1]
/o:	-1.4	0.66332	[0, -2, -1, -1, -2, -2, -1, -2, -1, -2]
0-8	0.1	1.44568	[2, -1, -2, 0, 2, 0, 2, 0, -2, 0]
0-|	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -1, -1, -2, -1]
0:)	1.9	1.04403	[2, 2, 2, 1, 0, 2, 4, 1, 3, 2]
0:-)	1.4	0.91652	[2, 1, 0, 1, 2, 3, 2, 1, 2, 0]
0:-3	1.5	0.92195	[2, 1, 0, 2, 2, 3, 2, 1, 2, 0]
0:03	1.9	1.22066	[2, 3, 2, 0, 0, 1, 4, 2, 3, 2]
0;^)	1.6	0.91652	[0, 1, 3, 1, 2, 1, 2, 1, 2, 3]
0_o	-0.3	0.78102	[0, -2, 0, 1, 0, 0, -1, 0, -1, 0]
10q	2.1	1.22066	[1, 3, 1, 2, 1, 4, 3, 4, 1, 1]
1337	2.1	1.13578	[3, 1, 4, 0, 2, 3, 1, 2, 2, 3]
143	3.2	0.74833	[4, 4, 2, 3, 2, 3, 4, 3, 4, 3]
1432	2.6	0.8	[4, 3, 3, 2, 2, 4, 2, 2, 2, 2]
14aa41	2.4	0.91652	[3, 2, 2, 4, 2, 2, 1, 2, 4, 2]
182	-2.9	1.3	[-4, 0, -3, -3, -1, -3, -4, -4, -4, -3]
187	-3.1	1.22066	[-4, 0, -4, -3, -2, -4, -3, -3, -4, -4]
2g2b4g	2.8	0.6	[4, 2, 3, 2, 3, 3, 3, 3, 2, 3]
2g2bt	-0.1	1.57797	[-1, 2, -1, 1, 0, 2, 0, -3, -2, 1]
2qt	2.1	0.83066	[3, 3, 3, 3, 2, 1, 2, 1, 2, 1]
3:(	-2.2	0.87178	[-4, -3, -2, -3, -2, -1, -1, -2, -2, -2]
3:)	0.5	1.28452	[-2, 1, -2, 1, 1, 1, 1, 2, 1, 1]
3:-(	-2.3	0.78102	[-2, -3, -2, -2, -2, -2, -4, -1, -3, -2]
3:-)	-1.4	1.35647	[-1, -2, 1, 1, -2, -2, -3, -1, -3, -2]
4col	-2.2	1.16619	[-2, -3, -1, -3, -4, -1, -2, -1, -4, -1]
4q	-3.1	1.51327	[-3, -3, -4, -2, -4, -4, -4, 1, -4, -4]
5fs	1.5	1.11803	[1, 2, 1, 1, 2, 3, 2, 3, -1, 1]
8)	1.9	0.7	[2, 2, 2, 1, 1, 2, 2, 3, 3, 1]
8-d	1.7	0.64031	[1, 2, 0, 2, 2, 2, 2, 2, 2, 2]
8-o	-0.3	0.78102	[1, -1, 0, 0, 0, -1, 0, -2, 0, 0]
86	-1.6	1.0198	[-1, -1, -1, -1, -1, -4, -1, -2, -1, -3]
8d	2.9	0.53852	[3, 3, 4, 2, 3, 3, 3, 3, 2, 3]
:###..	-2.4	0.91652	[-3, -2, -4, -3, -1, -2, -2, -3, -1, -3]
:$	-0.2	1.83303	[-2, -1, 0, 0, -1, 1, 4, -3, 1, -1]
:&	-0.6	1.0198	[-2, -1, 0, 0, -1, -1, 1, -2, 1, -1]
:'(	-2.2	0.74833	[-2, -1, -2, -2, -2, -2, -4, -3, -2, -2]
:')	2.3	0.78102	[3, 1, 3, 2, 2, 2, 2, 4, 2, 2]
:'-(	-2.4	0.66332	[-2, -1, -2, -3, -2, -3, -3, -3, -2, -3]
:'-)	2.7	0.64031	[2, 1, 3, 3, 3, 3, 3, 3, 3, 3]
:(	-1.9	1.13578	[-2, -3, -2, 0, -1, -1, -2, -3, -1, -4]
:)	2.0	1.18322	[2, 2, 1, 1, 1, 1, 4, 3, 4, 1]
:*	2.5	1.0247	[3, 2, 1, 1, 2, 3, 4, 3, 4, 2]
:-###..	-2.5	0.92195	[-3, -2, -3, -2, -4, -3, -1, -3, -1, -3]
:-&	-0.5	0.92195	[-1, -1, 0, -1, -1, -1, -1, 0, 2, -1]
:-(	-1.5	0.5	[-2, -1, -1, -1, -2, -2, -2, -1, -2, -1]
:-)	1.3	0.45826	[1, 1, 1, 1, 2, 1, 2, 1, 2, 1]
:-))	2.8	1.07703	[3, 4, 4, 1, 2, 2, 4, 2, 4, 2]
:-*	1.7	0.64031	[1, 2, 1, 1, 1, 3, 2, 2, 2, 2]
:-,	1.1	0.53852	[1, 1, 1, 0, 1, 1, 1, 1, 2, 2]
:-.	-0.9	0.53852	[-1, -1, 0, -1, 0, -1, -1, -1, -2, -1]
:-/	-1.2	0.6	[0, -1, -1, -1, -1, -2, -2, -1, -1, -2]
:-<	-1.5	0.5	[-2, -1, -1, -2, -1, -2, -2, -1, -2, -1]
:-d	2.3	0.45826	[2, 2, 3, 3, 2, 3, 2, 2, 2, 2]
:-D	2.3	0.45826	[2, 2, 3, 3, 2, 3, 2, 2, 2, 2]
:-o	0.1	1.3	[2, -1, -2, 0, 1, 1, 2, 0, -1, -1]
:-p	1.2	0.4	[1, 2, 1, 1, 1, 1, 2, 1, 1, 1]
:-[	-1.6	0.4899	[-1, -2, -1, -2, -2, -1, -2, -1, -2, -2]
:-\	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1]
:-c	-1.3	0.45826	[-1, -1, -1, -2, -2, -1, -2, -1, -1, -1]
:-p	1.5	0.5	[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]
:-|	-0.7	0.64031	[-1, -1, 0, 0, 0, -1, -1, -2, 0, -1]
:-||	-2.5	0.67082	[-2, -2, -2, -3, -2, -3, -3, -2, -2, -4]
:-Þ	0.9	1.04403	[1, -1, 1, 2, 1, -1, 1, 2, 2, 1]
:/	-1.4	0.66332	[-1, -1, -1, -1, -1, -1, -3, -2, -2, -1]
:3	2.3	1.26886	[4, 1, 1, 1, 2, 2, 4, 3, 4, 1]
:<	-2.1	0.7	[-3, -1, -2, -2, -2, -2, -3, -3, -2, -1]
:>	2.1	1.22066	[3, 1, 1, 1, 1, 2, 4, 3, 4, 1]
:?)	1.3	0.64031	[3, 1, 1, 1, 1, 2, 1, 1, 1, 1]
:?c	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -1, -2, -2, -2]
:@	-2.5	0.80623	[-1, -3, -3, -2, -1, -3, -3, -3, -3, -3]
:d	2.3	1.1	[4, 2, 2, 1, 2, 1, 4, 3, 3, 1]
:D	2.3	1.1	[4, 2, 2, 1, 2, 1, 4, 3, 3, 1]
:l	-1.7	0.9	[-1, -3, -1, -1, -1, -3, -2, -3, -1, -1]
:o	-0.4	1.35647	[2, -1, -2, 0, 1, 0, -3, 0, -1, 0]
:p	1.0	0.7746	[-1, 1, 1, 1, 1, 1, 2, 1, 2, 1]
:s	-1.2	0.9798	[-2, -2, -1, -1, -1, 1, -3, -1, -1, -1]
:[	-2.0	0.63246	[-2, -2, -1, -2, -2, -3, -3, -2, -1, -2]
:\	-1.3	0.45826	[-2, -1, -1, -1, -1, -1, -2, -1, -1, -2]
:]	2.2	1.16619	[3, 1, 1, 1, 3, 1, 4, 2, 2, 4]
:^)	2.1	1.13578	[3, 2, 4, 1, 1, 1, 1, 2, 4, 2]
:^*	2.6	0.91652	[2, 1, 2, 3, 4, 4, 3, 2, 3, 2]
:^/	-1.2	0.6	[-2, -1, -2, 0, -1, -1, -1, -1, -2, -1]
:^\	-1.0	0.44721	[-1, -1, -1, -1, -1, -2, 0, -1, -1, -1]
:^|	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
:c	-2.1	0.83066	[-3, -2, -1, -2, -2, -1, -3, -3, -3, -1]
:c)	2.0	1.18322	[2, 1, 1, 1, 1, 2, 3, 4, 4, 1]
:o)	2.1	0.9434	[1, 3, 3, 1, 1, 3, 2, 3, 1, 3]
:o/	-1.4	0.4899	[-1, -1, -1, -2, -1, -1, -2, -2, -1, -2]
:o\	-1.1	0.3	[-1, -1, -1, -2, -1, -1, -1, -1, -1, -1]
:o|	-0.6	1.0198	[0, 0, 0, 0, -1, 0, 0, -3, 0, -2]
:P	1.4	0.8	[3, 1, 0, 2, 1, 1, 2, 2, 1, 1]
:{	-1.9	0.83066	[-2, -1, -1, -2, -2, -1, -3, -3, -3, -1]
:|	-0.4	1.11355	[-1, -1, 0, -1, -1, -1, 1, -2, 2, 0]
:}	2.1	1.22066	[3, 1, 1, 1, 2, 1, 4, 3, 4, 1]
:Þ	1.1	0.53852	[1, 1, 1, 1, 0, 1, 1, 2, 2, 1]
;)	0.9	1.04403	[2, -1, 1, 1, 1, 1, -1, 2, 2, 1]
;-)	1.0	1.73205	[1, -2, 1, -2, 1, 4, 2, 1, 2, 2]
;-*	2.2	0.74833	[2, 2, 1, 3, 4, 2, 2, 2, 2, 2]
;-]	0.7	1.67631	[1, -2, 1, -3, 1, 2, 2, 1, 2, 2]
;d	0.8	1.249	[2, -1, 2, 1, 1, 1, -2, 2, 1, 1]
;D	0.8	1.249	[2, -1, 2, 1, 1, 1, -2, 2, 1, 1]
;]	0.6	1.11355	[1, -1, 1, 1, 1, 1, -2, 2, 1, 1]
;^)	1.4	0.91652	[2, 2, 1, 2, 1, 2, -1, 1, 2, 2]
</3	-3.0	1.0	[-3, -3, -4, -3, -4, -1, -2, -2, -4, -4]
<3	1.9	1.13578	[3, 2, 1, 3, 1, 4, 2, 0, 1, 2]
<:	2.1	1.13578	[3, 2, 4, 1, 1, 1, 1, 2, 4, 2]
<:-|	-1.4	0.66332	[-1, -1, -1, -2, -2, -1, -3, -1, -1, -1]
=)	2.2	1.16619	[4, 2, 3, 3, 2, 1, 1, 4, 1, 1]
=-3	2.0	0.63246	[2, 2, 2, 3, 1, 3, 1, 2, 2, 2]
=-d	2.4	0.91652	[2, 2, 1, 3, 2, 4, 2, 4, 2, 2]
=-D	2.4	0.91652	[2, 2, 1, 3, 2, 4, 2, 4, 2, 2]
=/	-1.4	0.91652	[-1, -1, -1, -1, -1, -2, -1, -1, -4, -1]
=3	2.1	0.7	[3, 1, 2, 1, 2, 3, 2, 2, 3, 2]
=d	2.3	0.45826	[3, 2, 2, 2, 2, 3, 2, 2, 2, 3]
=D	2.3	0.45826	[3, 2, 2, 2, 2, 3, 2, 2, 2, 3]
=l	-1.2	0.6	[-2, -1, -1, 0, -2, -1, -2, -1, -1, -1]
=\	-1.2	0.6	[-2, -1, -1, 0, -2, -1, -2, -1, -1, -1]
=]	1.6	0.8	[2, 1, 3, 1, 1, 1, 2, 3, 1, 1]
=p	1.3	0.9	[2, 1, 2, 1, 2, -1, 1, 2, 2, 1]
=|	-0.8	0.87178	[-2, -1, -2, 1, 0, -1, 0, -1, -1, -1]
>-:	-2.0	0.89443	[-2, -3, -2, -4, -1, -1, -1, -2, -2, -2]
>.<	-1.3	0.45826	[-1, -2, -1, -2, -2, -1, -1, -1, -1, -1]
>:	-2.1	1.13578	[-4, -1, -1, -4, -2, -3, -1, -1, -2, -2]
>:(	-2.7	0.64031	[-2, -3, -2, -3, -3, -2, -4, -2, -3, -3]
>:)	0.4	1.42829	[1, 1, 2, 1, -1, -2, 1, 2, -2, 1]
>:-(	-2.7	0.78102	[-3, -2, -3, -2, -4, -2, -3, -2, -2, -4]
>:-)	-0.4	1.68523	[1, 2, 1, -2, -2, -1, -1, -3, -1, 2]
>:/	-1.6	0.8	[-1, -2, -1, -3, -1, -1, -1, -1, -2, -3]
>:o	-1.2	1.16619	[-3, -1, -2, 0, -2, -2, 0, -1, 1, -2]
>:p	1.0	0.7746	[-1, 1, 1, 2, 1, 2, 1, 1, 1, 1]
>:[	-2.1	0.53852	[-2, -2, -2, -2, -3, -3, -2, -1, -2, -2]
>:\	-1.7	0.64031	[-1, -2, -1, -2, -2, -3, -1, -1, -2, -2]
>;(	-2.9	0.7	[-3, -4, -3, -2, -2, -3, -3, -3, -2, -4]
>;)	0.1	1.04403	[-1, 1, 0, -1, 2, 0, -1, 1, 1, -1]
>_>^	2.1	0.9434	[2, 2, 1, 4, 3, 2, 1, 3, 1, 2]
@:	-2.1	0.9434	[-3, -2, -3, -1, -2, -4, -1, -2, -1, -2]
@>-->--	2.1	1.22066	[1, 1, 0, 2, 4, 2, 4, 2, 3, 2]
@}-;-'---	2.2	1.32665	[0, 1, 3, 2, 1, 4, 4, 1, 3, 3]
😊	2.2	1.32665	[0, 1, 3, 2, 1, 4, 4, 1, 3, 3]
♥	2.3
♦	0.5
♠	0.3
♣	0.3
★	1.2
☆	1.0
☺	1.9
☻	1.7
〠	1.5
㋡	1.6
シ	1.2
ッ	1.1
ツ	1.3
ヅ	1.1
💪	1.4
✨	1.6
🔥	1.3
💯	1.8
🎯	1.3
💥	1.2
⭐	1.5
🌟	1.7
❗	0.8
❓	-0.3
‼️	1.0
⁉️	-0.5
⭕	0.8
❌	-1.2
⛔	-1.5
🚫	-1.4
💢	-1.8
♨️	0.3
🎶	1.2
🎵	1.1
➰	0.2
➿	0.3
✔️	1.0
☑️	0.8
🌹	1.8
🌸	1.5
💐	1.6
🌺	1.4
🌻	1.7
🌼	1.3
😂	2.4
🥲	1.2
😅	1.5
🤣	2.5
😱	-2.2
😳	-0.8
🥵	-0.5
🥶	-0.7
😈	-0.8
👿	-1.5
💀	-1.8
👺	-1.2
👹	-1.4
😐	0.0
😑	-0.3
🙄	-0.5
🤨	-0.2
🧐	0.1
🤔	0.0
😶	-0.1
😏	0.3
🤑	-0.2
🤐	-0.3
😴	-0.4
💤	-0.3
👎	-1.9
👎🏻	-1.9
👎🏼	-1.9
👎🏽	-1.9
👎🏾	-1.9
👎🏿	-1.9
💩	-1.5
👻	-0.5
☠️	-2.0
🖕	-2.8
🤢	-2.2
🤮	-2.5
😞	-1.8
😔	-1.7
😟	-1.6
😠	-2.1
😡	-2.5
🤬	-3.0
😢	-2.0
😭	-2.3
😤	-1.9
😖	-1.7
😣	-1.6
😩	-1.8
😫	-1.9
😦	-1.6
😧	-1.7
😨	-2.0
😰	-1.8
😥	-1.5
😓	-1.6
🙁	-1.4
☹️	-1.6
😪	-1.2
😵	-1.3
🥴	-0.8
🐶	1.8
🐱	1.9
🐭	1.3
🐹	1.6
🐰	1.7
🦊	1.4
🐻	1.5
🐼	1.8
🐨	1.7
🐯	1.2
🦁	1.3
🐮	1.1
🐷	1.4
🐸	1.3
🐵	1.5
🎁	1.8
🎂	1.9
🍰	1.7
🍭	1.6
🍫	1.5
🍩	1.4
🍪	1.3
☀️	1.8
⭐	1.5
🌟	1.7
✨	1.6
🎈	1.5
🎀	1.4
🏆	2.0
🎯	1.3
❤️	2.5
🧡	2.0
💛	1.8
💚	1.7
💙	1.8
💜	1.9
🖤	0.5
💔	-2.3
❣️	2.3
💕	2.2
💞	2.1
💓	2.0
💗	2.1
💖	2.2
💘	2.4
💝	2.3
💟	1.8
😊	2.2
🙂	1.8
😄	2.2
😃	2.3
😁	2.1
😆	2.0
😍	2.8
🥰	2.7
😘	2.5
😗	2.0
😙	2.1
😚	2.3
🤗	2.0
🤩	2.6
🥳	2.4
😎	1.9
🤠	1.8
😇	1.7
🥺	1.5
😻	2.5
😽	2.2
💋	2.0
👏	2.1
👍	1.9
👍🏻	1.9
👍🏼	1.9
👍🏽	1.9
👍🏾	1.9
👍🏿	1.9
👌	1.7
🤘	1.6
✌️	1.5
🤞	1.4
🤙	1.3
👋	1.2
🖐️	1.0
🙌	2.0
🎉	2.3
🎊	2.2
аас	2.5	0.80623	[2, 3, 3, 4, 1, 2, 3, 2, 2, 3]
аайф	2.7	0.78102	[2, 3, 2, 4, 3, 2, 2, 3, 4, 2]
афу	-2.9	0.83066	[-3, -3, -3, -3, -3, -1, -4, -4, -2, -3]
алол	2.8	0.74833	[2, 2, 2, 3, 3, 2, 3, 4, 4, 3]
амбв	2.9	0.7	[2, 3, 4, 2, 3, 2, 3, 3, 4, 3]
амл	3.4	0.66332	[4, 3, 2, 4, 3, 3, 4, 4, 3, 4]
атаб	-1.9	1.22066	[-2, 0, -1, -2, -1, -1, -2, -4, -4, -2]
самоволка	-1.3	0.78102	[0, -1, -1, -1, -1, -1, -2, -2, -3, -1]
айк	0.2	0.9798	[0, 1, -1, 1, 0, 1, 0, -1, 2, -1]
айор	-1.2	0.6	[-1, -1, -2, -2, -1, -1, -1, 0, -2, -1]
авг-00	0.3	1.18743	[2, 0, -2, 0, 0, 1, -1, 2, 1, 0]
бфд	-2.7	0.78102	[-3, -2, -4, -2, -3, -2, -3, -2, -4, -2]
бфе	-2.6	1.35647	[-3, -3, -4, -2, -3, -2, 1, -3, -4, -3]
бфф	2.9	0.83066	[3, 3, 4, 2, 4, 2, 2, 3, 4, 2]
бффн	1.0	0.89443	[2, 1, -1, 1, 0, 1, 2, 1, 2, 1]
бл	2.3	1.1	[2, 1, 4, 1, 2, 2, 4, 3, 1, 3]
бсод	-2.2	1.07703	[-1, -4, -3, -3, 0, -2, -3, -2, -2, -2]
бтд	-2.1	0.83066	[-1, -2, -3, -3, -3, -1, -3, -2, -1, -2]
бтдт	-0.1	1.22066	[0, -1, 0, -1, 0, 3, 1, -1, -1, -1]
бз	0.4	1.35647	[-1, 0, 0, 0, 4, 1, -1, 1, 0, 0]
б^д	2.6	0.8	[3, 2, 2, 4, 3, 1, 3, 3, 3, 2]
квот	-2.3	0.45826	[-3, -2, -2, -2, -2, -3, -2, -3, -2, -2]
д-':	-2.5	0.67082	[-3, -3, -2, -2, -2, -4, -2, -3, -2, -2]
д8	-3.2	0.6	[-3, -3, -3, -3, -4, -4, -2, -3, -3, -4]
д:	-2.9	0.83066	[-3, -3, -3, -3, -2, -4, -1, -3, -3, -4]
д:<	-3.2	0.9798	[-4, -4, -4, -1, -3, -3, -4, -2, -3, -4]
г;	-2.9	0.83066	[-1, -3, -3, -3, -3, -4, -2, -3, -3, -4]
г=	-3.0	0.89443	[-4, -3, -3, -3, -2, -4, -1, -3, -3, -4]
доа	-2.3	1.00499	[-2, -3, -3, -2, -2, -2, -4, 0, -2, -3]
дх	-3.0	0.63246	[-3, -2, -3, -3, -4, -3, -4, -2, -3, -3]
эз	1.5	0.67082	[3, 2, 2, 1, 1, 1, 2, 1, 1, 1]
любимый	2.4	0.91652	[3, 1, 3, 2, 2, 3, 1, 2, 3, 4]
фкол	-1.8	0.74833	[-2, -2, -1, -2, -1, -2, -1, -3, -3, -1]
фф	1.8	1.249	[4, 2, 1, 2, 1, 3, 3, 0, 2, 0]
ффс	-2.8	0.9798	[-2, -2, -3, -3, -2, -4, -4, -4, -1, -3]
фкм	-2.4	1.35647	[-4, -1, -4, -2, -2, -3, -1, 0, -3, -4]
пена	1.8	1.249	[2, 1, 2, 0, 4, 1, 1, 1, 2, 4]
фтв	2.0	0.7746	[2, 1, 1, 2, 2, 2, 3, 3, 1, 3]
фу	-3.7	0.45826	[-3, -4, -4, -3, -3, -4, -4, -4, -4, -4]
фубар	-3.0	1.09545	[-4, -3, -3, -4, -3, -3, -3, -4, 0, -3]
фвб	2.5	1.43178	[2, 3, 4, 0, 1, 2, 4, 1, 4, 4]
к вашему сведению	0.8	1.66132	[0, 1, 0, -1, 0, 0, 4, 4, 0, 0]
фиса	0.4	0.91652	[0, 0, 0, 1, 0, 3, 0, 0, 0, 0]
г1	1.4	0.4899	[2, 1, 1, 1, 2, 1, 2, 1, 1, 2]
гг	1.2	0.74833	[0, 2, 2, 1, 0, 1, 2, 2, 1, 1]
гга	1.7	0.45826	[2, 2, 1, 2, 2, 1, 2, 2, 1, 2]
жиго	-0.6	1.11355	[-2, -1, 1, 0, 0, 0, -1, -2, -2, 1]
гдж	2.0	1.0	[2, 1, 2, 1, 1, 3, 4, 2, 3, 1]
гл	1.3	0.64031	[1, 1, 1, 1, 3, 1, 1, 2, 1, 1]
гла	2.5	0.92195	[1, 2, 2, 4, 2, 4, 2, 3, 3, 2]
гн	1.2	0.74833	[1, 1, 1, 1, 3, 1, 1, 2, 1, 0]
гр8	2.7	0.78102	[1, 3, 3, 4, 3, 2, 3, 2, 3, 3]
гррр	-0.4	1.42829	[-2, -1, 0, 1, -2, -1, -1, 3, 0, -1]
гт	1.1	0.53852	[1, 1, 1, 1, 1, 1, 2, 1, 0, 2]
х&к	2.3	0.78102	[2, 2, 2, 3, 4, 2, 3, 2, 1, 2]
хагд	2.2	0.87178	[2, 2, 3, 2, 1, 3, 4, 1, 2, 2]
ханг	2.2	0.87178	[2, 2, 3, 2, 1, 3, 4, 1, 2, 2]
хаго	1.2	0.4	[1, 2, 1, 1, 1, 2, 1, 1, 1, 1]
хак	1.9	0.7	[3, 1, 2, 2, 1, 2, 3, 2, 1, 2]
рука	2.2	0.87178	[2, 2, 1, 3, 2, 3, 4, 1, 2, 2]
сердце	3.2	0.63246	[3, 3, 4, 3, 4, 2, 3, 4, 3, 3]
сердца	3.3	0.48305	[4, 3, 3, 3, 4, 3, 3, 3, 4, 3]
hho1/2k	1.4	1.11355	[1, -1, 2, 3, 1, 1, 1, 2, 3, 1]
ходж	2.0	1.09545	[4, 2, 1, 1, 2, 1, 1, 4, 2, 2]
хок	0.9	0.9434	[1, 2, 1, 0, -1, 0, 2, 1, 1, 2]
обнимать	2.0	0.7746	[2, 3, 1, 3, 1, 3, 1, 2, 2, 2]
хи5	1.9	0.53852	[2, 2, 2, 1, 3, 2, 1, 2, 2, 2]
я не знаю	-0.4	0.66332	[0, 0, 0, 0, -1, -2, 0, 0, 0, -1]
ijs	0.7	1.84662	[0, -1, 0, -1, 0, 4, 0, 4, -1, 2]
илу	3.4	0.66332	[3, 4, 3, 4, 2, 3, 4, 3, 4, 4]
илуаф	2.7	1.1	[3, 3, 3, 2, 3, 0, 4, 3, 2, 4]
или	3.4	0.66332	[3, 4, 3, 4, 2, 3, 4, 3, 4, 4]
ily2	2.6	0.66332	[3, 2, 3, 2, 3, 2, 3, 4, 2, 2]
иу	0.7	1.34536	[0, 0, -1, 2, 0, 0, 0, 4, 1, 1]
iyq	2.3	1.18743	[3, 3, 1, 1, 2, 1, 4, 4, 3, 1]
дж/дж	2.0	1.34164	[4, 1, 1, 1, 1, 4, 4, 1, 2, 1]
дж/к	1.6	1.2	[1, 2, 1, 3, 0, 0, 2, 2, 1, 4]
